stato,age,height,weight,gp,min,usg_pct,pace,poss,fga_pg,drives,dist_miles,avg_speed,pull_up_fga,avg_sec_per_touch,avg_drib_per_touch,post_touches,paint_touches
sano,27.0,82,230,61,29.5,0.204,95.65,3580,10.7,6.8,2.09,4.26,2.1,2.51,1.43,0.7,1.0
sano,33.0,83,255,70,17.1,0.153,94.29,2351,5.0,0.4,1.14,4.0,0.3,1.39,0.27,0.6,1.1
sano,31.0,83,232,62,10.7,0.236,99.89,1395,5.3,1.5,0.76,4.25,0.4,1.37,0.51,0.5,0.6
sano,28.0,79,209,66,14.1,0.138,100.03,1941,3.6,1.1,1.02,4.34,0.3,1.98,0.92,0.1,1.2
sano,37.0,82,245,27,14.9,0.108,93.67,790,2.7,0.3,1.01,4.1,0.1,1.52,0.23,0.3,2.7
sano,32.0,83,235,53,33.5,0.247,94.41,3503,14.5,4.4,2.13,3.82,2.5,1.95,0.63,2.9,3.5
sano,32.0,81,239,24,6.5,0.169,95.89,312,2.1,0.7,0.42,3.93,0.1,1.6,0.46,0.1,0.1
sano,26.0,78,206,70,12.2,0.131,96.3,1702,2.8,1.2,0.92,4.52,0.6,1.98,1.06,0.0,0.4
sano,34.0,84,265,16,7.0,0.202,96.63,226,2.7,0.2,0.45,3.86,0.2,1.75,0.49,0.9,0.9
sano,21.0,83,200,24,15.1,0.158,98.61,740,4.5,0.5,1.17,4.68,0.5,1.47,0.43,0.4,2.0
sano,31.0,72,175,74,32.7,0.265,97.78,4935,15.1,11.0,2.15,3.96,9.9,5.91,5.49,1.4,0.8
sano,20.0,83,220,17,8.5,0.185,106.58,318,3.1,0.1,0.62,4.52,0.1,1.58,0.51,1.1,2.2
sano,25.0,80,210,17,9.0,0.147,95.02,304,2.4,0.6,0.64,4.28,0.4,2.13,0.65,0.0,0.7
sano,22.0,82,240,77,19.1,0.156,100.29,3067,5.2,0.4,1.38,4.33,0.0,1.43,0.34,0.5,6.7
infortunato,23.0,84,240,73,24.3,0.152,97.48,3595,6.0,1.3,1.81,4.49,0.2,1.46,0.63,0.7,5.7
sano,30.0,81,186,82,20.4,0.172,102.49,3558,6.7,2.6,1.49,4.4,0.9,1.89,1.15,0.0,1.0
sano,25.0,81,218,8,6.3,0.203,100.19,105,2.8,0.3,0.44,4.33,0.4,1.67,0.54,0.1,1.8
sano,24.0,75,190,80,25.6,0.166,95.08,4065,7.3,9.9,1.9,4.47,2.1,5.41,5.78,0.1,0.8
sano,23.0,79,225,3,1.9,0.357,103.42,12,1.3,0.7,0.14,4.14,0.3,2.07,1.67,0.0,0.3
sano,30.0,77,200,79,29.6,0.146,95.03,4627,8.1,3.1,2.08,4.22,2.4,2.49,1.74,0.0,0.5
sano,23.0,82,275,31,10.3,0.135,97.81,654,2.3,0.2,0.76,4.41,0.1,1.64,0.35,0.2,2.2
infortunato,20.0,77,195,80,28.2,0.238,97.17,4568,12.0,5.4,2.06,4.38,5.4,4.94,4.38,0.6,1.2
sano,28.0,72,183,62,19.0,0.18,97.91,2398,5.6,6.3,1.3,4.11,2.2,5.84,6.31,0.0,0.2
sano,35.0,78,225,1,42.4,0.156,90.67,79,14.0,3.0,2.99,4.26,5.0,3.16,2.22,1.0,4.0
sano,25.0,75,195,75,35.7,0.304,98.54,5495,19.7,13.6,2.49,4.19,8.9,5.9,5.69,0.1,0.8
sano,21.0,80,246,20,7.8,0.149,96.86,315,1.9,1.3,0.54,4.11,0.3,2.16,1.23,0.1,0.4
sano,30.0,81,230,33,8.4,0.123,98.41,569,1.9,0.3,0.59,4.26,0.1,1.5,0.46,0.1,0.4
infortunato,27.0,82,225,53,34.7,0.226,97.26,3727,13.2,6.6,2.29,3.96,3.6,3.02,1.72,3.1,2.5
sano,29.0,78,215,79,26.1,0.143,94.88,4074,7.1,2.3,1.99,4.6,1.2,1.91,0.95,0.0,1.1
sano,29.0,80,230,80,24.6,0.11,98.24,4022,5.2,1.0,1.86,4.55,0.5,1.54,0.36,0.1,1.3
sano,28.0,81,235,70,21.7,0.165,97.63,3085,7.0,0.4,1.46,4.05,0.7,1.43,0.38,1.1,2.7
sano,28.0,72,175,74,30.0,0.19,100.94,4669,10.5,6.6,2.12,4.24,3.9,4.48,4.15,0.1,1.1
sano,23.0,78,205,38,10.1,0.19,96.87,778,3.4,2.4,0.72,4.29,1.1,2.75,1.93,0.0,0.3
sano,33.0,81,245,55,16.4,0.21,100.21,1880,6.1,0.8,1.15,4.23,0.2,1.65,0.67,2.3,4.6
sano,35.0,81,250,78,18.0,0.175,96.38,2812,5.7,0.5,1.15,3.83,0.4,1.59,0.46,2.6,2.9
sano,27.0,83,265,77,33.7,0.155,97.09,5239,6.6,0.2,2.17,3.86,0.0,1.32,0.19,1.6,9.6
sano,27.0,79,270,29,7.5,0.166,104.55,478,2.3,0.1,0.5,3.97,0.2,1.48,0.42,0.5,1.8
sano,26.0,79,220,78,35.9,0.291,94.31,5518,17.7,16.8,2.47,4.14,7.3,3.88,3.32,2.0,1.2
infortunato,25.0,83,270,65,34.6,0.351,102.25,4772,20.5,9.3,2.11,3.66,2.1,2.23,1.1,9.3,7.7
sano,29.0,80,212,26,30.2,0.176,95.76,1571,10.4,3.5,2.06,4.09,1.7,2.15,1.2,0.1,2.6
sano,24.0,77,190,27,8.5,0.218,96.51,460,3.0,3.7,0.63,4.44,0.6,5.54,5.41,0.0,0.4
sano,22.0,73,172,80,20.3,0.286,97.93,3296,9.8,9.1,1.5,4.46,3.4,5.02,4.49,0.1,0.6
sano,32.0,75,200,65,32.4,0.218,95.6,4193,11.9,10.1,2.31,4.28,4.2,4.42,4.03,1.4,0.8
infortunato,24.0,82,265,62,32.0,0.234,92.54,3827,13.1,0.6,2.17,4.07,1.2,1.66,0.44,5.8,7.0
infortunato,27.0,75,190,66,31.8,0.266,97.9,4276,15.9,13.5,2.26,4.28,6.5,4.73,4.23,0.2,1.2
sano,25.0,80,240,80,17.9,0.23,96.31,2878,7.1,1.7,1.21,4.08,1.5,2.48,1.33,1.2,2.3
sano,19.0,78,206,76,27.7,0.228,99.76,4379,11.4,4.7,1.97,4.26,3.9,3.52,2.81,0.7,1.2
sano,33.0,75,185,64,20.0,0.168,100.05,2658,5.8,4.2,1.38,4.16,1.1,2.53,2.07,0.0,0.7
sano,23.0,78,200,28,8.9,0.153,101.21,521,2.5,1.1,0.68,4.62,0.5,2.08,1.29,0.0,0.3
sano,24.0,76,220,78,27.6,0.173,99.02,4446,9.1,6.3,1.82,3.97,3.0,3.38,2.74,0.4,0.6
sano,38.0,84,245,75,31.5,0.249,96.66,4786,14.8,0.5,1.95,3.74,3.9,1.59,0.42,7.7,1.9
sano,28.0,75,205,61,21.6,0.163,96.92,2658,5.7,7.4,1.6,4.44,1.4,5.07,5.02,0.1,0.7
sano,25.0,84,222,37,14.8,0.214,100.22,1141,5.5,0.7,1.1,4.49,0.2,1.43,0.54,2.1,3.0
infortunato,24.0,80,225,81,23.0,0.166,98.78,3852,8.0,1.6,1.74,4.54,1.7,1.47,0.63,0.4,1.0
sano,26.0,79,230,81,34.7,0.184,102.13,5974,10.1,4.0,2.26,3.92,0.5,2.14,1.22,5.6,4.1
sano,34.0,82,250,30,10.2,0.169,101.76,645,3.4,0.6,0.73,4.29,0.4,1.55,0.4,0.5,1.4
sano,24.0,81,220,1,24.2,0.154,103.0,52,10.0,0.0,1.89,4.71,3.0,1.91,0.67,0.0,2.0
infortunato,30.0,83,265,71,32.1,0.184,98.27,4655,8.5,0.2,2.07,3.87,0.0,1.75,0.53,5.7,11.3
sano,24.0,83,240,69,14.4,0.175,99.18,2032,4.3,0.7,1.08,4.51,0.1,1.37,0.31,0.1,3.6
sano,34.0,76,220,74,30.5,0.31,95.25,4486,16.0,12.8,2.06,4.06,6.5,4.1,3.46,2.9,2.8
sano,27.0,76,191,59,21.4,0.157,97.97,2572,6.6,4.2,1.58,4.42,2.0,3.81,3.5,0.2,0.8
sano,22.0,76,185,73,29.4,0.198,97.85,4368,10.0,10.6,2.26,4.6,2.2,4.87,4.74,0.0,1.5
sano,28.0,78,225,20,8.6,0.141,97.65,349,2.0,2.1,0.63,4.35,0.2,2.56,1.7,0.0,0.6
sano,27.0,77,190,5,9.0,0.138,91.98,87,2.0,0.6,0.67,4.52,1.0,5.1,5.06,0.0,0.2
sano,37.0,81,254,17,13.2,0.168,101.79,474,4.2,0.5,0.89,4.04,0.4,1.51,0.51,0.9,2.1
sano,20.0,77,200,68,30.4,0.25,98.31,4242,13.3,11.6,2.24,4.43,5.5,4.89,4.61,0.7,0.9
sano,24.0,83,245,82,21.0,0.229,97.68,3499,8.8,0.4,1.51,4.32,0.3,1.57,0.34,3.3,7.0
infortunato,26.0,73,190,31,34.2,0.27,100.74,2217,15.9,17.4,2.44,4.29,6.8,4.49,4.04,0.3,1.5
sano,27.0,76,215,45,32.9,0.203,98.49,3039,12.3,6.0,2.3,4.2,2.8,2.5,1.68,0.2,0.5
sano,25.0,76,185,9,4.7,0.138,95.7,84,1.4,0.7,0.34,4.42,0.6,4.44,4.21,0.0,0.1
sano,29.0,82,235,74,25.4,0.18,97.69,3835,8.9,1.4,1.77,4.18,1.4,1.44,0.51,0.7,3.7
sano,23.0,79,205,79,32.5,0.2,96.86,5168,11.8,7.8,2.42,4.49,2.5,2.49,1.69,0.2,1.0
sano,27.0,79,220,81,28.0,0.184,100.67,4763,9.3,6.4,1.9,4.08,4.1,4.0,3.3,1.3,1.3
sano,23.0,84,240,81,21.1,0.166,97.74,3483,6.5,2.8,1.57,4.49,0.5,1.45,0.45,1.2,2.0
sano,30.0,78,195,80,24.4,0.14,100.12,4052,6.3,2.2,1.8,4.42,1.1,2.37,1.85,0.1,0.8
sano,21.0,76,210,76,32.1,0.16,97.57,4953,10.1,5.0,2.27,4.25,1.9,2.25,1.62,0.0,1.7
sano,31.0,76,210,40,20.2,0.204,100.17,1687,8.1,3.4,1.42,4.23,4.0,2.5,1.63,0.1,0.3
sano,30.0,75,188,74,34.1,0.157,97.47,5126,10.0,5.1,2.39,4.21,3.3,4.61,4.24,0.4,1.3
sano,30.0,79,205,69,22.6,0.192,95.15,3095,8.5,2.4,1.59,4.24,2.7,2.02,1.1,0.4,0.7
sano,28.0,77,215,72,19.9,0.201,97.71,2907,7.3,2.2,1.43,4.35,3.2,2.58,1.71,0.8,0.7
sano,21.0,83,222,80,35.3,0.221,95.64,5628,12.7,8.8,2.44,4.15,2.1,3.4,2.35,2.3,4.0
sano,22.0,79,222,45,11.3,0.157,97.85,1036,3.4,1.2,0.86,4.54,0.7,2.24,1.23,0.0,1.0
sano,30.0,75,190,72,32.8,0.211,95.85,4733,12.2,14.5,2.42,4.44,4.1,4.91,5.07,0.1,1.5
sano,26.0,80,226,80,36.2,0.25,92.88,5600,15.0,11.6,2.56,4.26,5.1,3.33,2.51,0.6,1.3
sano,26.0,83,241,82,27.1,0.165,96.69,4475,7.1,0.8,1.81,4.02,0.8,1.73,0.42,2.3,6.0
sano,26.0,83,265,79,29.3,0.231,95.73,4616,11.9,1.6,1.92,3.94,0.2,2.04,0.57,8.3,7.9
sano,29.0,78,217,23,20.0,0.184,94.24,900,6.0,6.0,1.45,4.38,2.1,4.59,4.04,0.0,0.3
infortunato,24.0,80,225,66,30.9,0.156,100.93,4299,9.6,1.7,2.28,4.44,2.0,1.96,0.98,2.6,2.7
sano,25.0,80,206,77,28.0,0.157,100.12,4506,8.8,3.8,2.03,4.37,1.2,1.69,0.91,0.1,1.2
sano,25.0,75,175,66,8.8,0.193,99.62,1205,3.1,1.7,0.66,4.5,0.9,3.36,2.9,0.0,0.4
sano,26.0,77,220,54,24.4,0.13,95.72,2614,5.6,2.5,1.7,4.21,1.7,2.52,1.91,0.0,0.7
sano,25.0,72,201,77,25.5,0.191,99.13,4067,9.4,4.1,1.77,4.17,3.2,3.15,2.87,0.1,0.3
sano,27.0,69,185,82,32.2,0.289,100.7,5558,16.9,16.5,2.27,4.24,5.6,4.63,4.48,0.1,0.8
infortunato,27.0,72,175,77,29.1,0.235,99.41,4633,12.6,15.4,2.24,4.64,5.0,4.56,4.72,0.1,0.6
infortunato,32.0,72,185,74,22.5,0.229,97.6,3387,9.6,9.1,1.61,4.32,3.8,5.06,5.1,0.1,0.4
sano,27.0,81,242,35,12.5,0.22,100.33,916,4.4,0.6,0.85,4.11,0.4,1.72,0.51,1.5,3.7
infortunato,32.0,76,190,75,28.0,0.22,97.91,4285,11.7,2.8,2.09,4.49,4.2,1.84,1.16,0.0,0.3
sano,30.0,78,225,77,30.7,0.177,94.55,4654,11.0,2.7,2.08,4.07,3.6,2.27,1.46,0.1,0.7
sano,23.0,81,214,73,15.9,0.165,99.54,2375,4.3,3.2,1.17,4.42,0.4,2.22,1.46,0.1,1.3
sano,26.0,81,227,78,18.5,0.188,98.0,2950,6.3,0.6,1.31,4.26,0.3,1.53,0.47,1.9,4.1
sano,28.0,84,270,34,10.9,0.206,97.09,744,3.9,0.4,0.75,4.14,0.1,1.35,0.36,0.4,4.2
sano,21.0,80,250,76,31.7,0.206,95.81,4801,11.8,4.4,2.35,4.45,2.3,1.87,0.91,1.5,4.2
infortunato,25.0,78,235,73,31.6,0.181,100.43,4823,11.1,2.4,2.19,4.17,2.1,1.67,0.75,0.6,1.9
sano,20.0,83,275,53,30.0,0.272,97.08,3223,14.7,3.4,2.05,4.11,2.8,2.73,1.31,10.0,6.2
sano,36.0,77,195,79,26.9,0.239,98.45,4401,11.9,5.0,1.77,3.97,6.4,3.58,3.09,0.1,0.4
sano,34.0,72,190,39,26.6,0.163,95.59,2069,7.9,9.2,1.77,4.02,3.9,5.2,5.34,0.0,0.5
sano,27.0,78,213,51,14.1,0.134,103.03,1544,3.5,2.8,1.06,4.43,0.6,2.66,2.13,0.1,0.5
sano,25.0,79,210,22,14.9,0.196,96.73,659,5.1,1.9,1.08,4.34,0.9,2.05,1.35,0.1,1.4
sano,26.0,77,220,82,38.1,0.319,98.74,6437,19.7,14.5,2.44,3.85,8.9,4.71,3.98,1.9,1.4
infortunato,29.0,81,250,57,16.2,0.157,94.24,1823,4.2,3.1,1.12,4.18,0.4,2.37,1.61,0.5,0.9
infortunato,29.0,81,250,57,16.2,0.157,94.24,1823,4.2,3.1,1.12,4.18,0.4,2.37,1.61,0.5,0.9
sano,35.0,80,218,48,9.7,0.156,96.48,938,3.0,0.5,0.68,4.23,0.5,1.37,0.34,0.0,0.1
sano,23.0,81,240,41,6.4,0.194,101.31,555,2.0,0.3,0.49,4.6,0.0,1.51,0.38,0.4,2.2
sano,20.0,78,215,29,6.9,0.092,100.99,417,1.2,0.4,0.49,4.26,0.1,1.69,0.82,0.0,0.1
sano,25.0,76,195,44,9.3,0.166,96.9,827,2.4,1.2,0.68,4.38,0.4,3.54,3.22,0.0,0.3
sano,30.0,79,225,81,25.9,0.127,99.23,4329,6.0,2.1,1.87,4.35,0.6,1.41,0.48,0.4,1.6
sano,24.0,81,260,81,23.6,0.216,99.25,3960,10.0,1.7,1.54,3.89,0.8,1.75,0.61,3.0,4.7
sano,24.0,79,218,26,5.6,0.191,105.15,325,2.5,0.4,0.42,4.42,0.5,1.84,1.06,0.0,0.1
sano,22.0,82,239,27,14.1,0.179,96.69,761,4.3,0.9,1.02,4.38,0.4,1.9,0.55,1.0,2.6
sano,32.0,75,200,32,32.1,0.209,97.81,2089,11.2,10.5,2.24,4.19,5.4,4.95,4.71,0.0,0.4
sano,30.0,84,240,76,15.5,0.218,98.86,2427,6.6,0.7,1.09,4.31,0.4,1.48,0.38,0.4,1.4
sano,38.0,74,185,72,17.5,0.146,99.88,2641,5.2,2.3,1.26,4.33,0.9,2.83,2.2,0.0,0.2
sano,29.0,83,250,47,10.0,0.137,97.29,957,2.3,0.3,0.72,4.32,0.2,1.52,0.43,1.4,1.4
sano,29.0,81,250,17,6.3,0.134,100.85,224,1.4,0.0,0.44,4.25,0.0,1.62,0.2,0.2,1.2
sano,29.0,81,235,80,28.2,0.204,94.91,4458,10.3,4.3,1.87,3.99,2.2,2.68,1.49,1.8,2.1
infortunato,28.0,74,186,79,28.5,0.259,99.36,4674,12.5,15.1,1.9,4.01,4.3,4.81,4.88,0.3,0.8
sano,26.0,84,231,51,12.9,0.149,92.84,1282,3.2,0.2,0.91,4.23,0.0,1.44,0.35,0.4,3.0
sano,22.0,80,210,77,26.8,0.179,99.79,4278,7.8,4.8,1.98,4.43,0.4,1.85,0.85,1.6,3.4
sano,28.0,81,200,30,8.4,0.109,103.67,537,1.6,0.1,0.62,4.48,0.1,1.42,0.31,0.1,1.3
infortunato,24.0,77,185,66,18.6,0.214,97.72,2497,7.7,3.3,1.36,4.42,2.2,2.98,2.22,0.1,1.4
sano,27.0,75,200,78,26.3,0.217,97.74,4165,9.3,9.4,1.88,4.31,3.1,4.37,4.17,0.1,0.9
sano,23.0,76,195,76,16.6,0.185,96.59,2545,5.1,5.4,1.2,4.35,1.7,4.24,4.2,0.1,0.6
sano,27.0,75,200,52,28.9,0.164,94.9,2972,8.4,5.2,1.96,4.08,2.2,3.96,3.32,0.0,0.4
sano,27.0,74,195,6,2.9,0.225,103.88,38,0.8,1.0,0.21,4.45,0.2,3.78,3.43,0.0,0.0
sano,26.0,79,220,67,36.9,0.242,96.53,4976,15.4,10.5,2.66,4.33,5.6,3.85,2.93,2.8,4.1
infortunato,31.0,83,232,29,21.9,0.137,98.01,1288,4.6,1.5,1.58,4.32,0.0,1.92,0.76,0.7,6.3
sano,28.0,76,210,3,14.5,0.232,93.82,88,6.7,1.3,1.08,4.56,2.3,1.62,1.24,0.0,0.3
sano,24.0,78,219,5,3.0,0.128,106.47,35,0.8,0.2,0.22,4.38,0.2,2.19,0.66,0.0,0.0
sano,28.0,80,226,81,15.3,0.128,95.24,2474,3.6,2.1,1.07,4.18,0.8,2.3,1.16,0.0,0.2
sano,35.0,79,240,81,33.4,0.178,96.17,5413,10.6,5.8,2.31,4.17,3.8,3.13,2.46,3.1,1.0
sano,24.0,74,180,41,9.4,0.233,100.0,800,4.1,3.1,0.72,4.59,1.9,5.66,5.85,0.0,0.2
sano,24.0,83,220,59,17.6,0.196,96.72,2091,6.4,0.9,1.23,4.18,0.2,1.73,0.53,1.2,4.5
infortunato,25.0,83,229,57,16.8,0.188,96.0,1911,5.1,0.6,1.15,4.11,0.2,1.55,0.36,1.6,6.9
sano,25.0,76,215,43,11.2,0.167,103.13,1035,3.7,1.1,0.82,4.44,1.4,2.93,2.24,0.0,0.5
sano,25.0,76,195,77,36.2,0.28,99.33,5763,17.5,12.5,2.41,4.0,8.8,4.99,4.48,0.1,0.8
sano,23.0,81,257,66,13.0,0.135,94.56,1682,3.2,0.7,0.94,4.37,0.2,1.49,0.35,0.4,1.9
sano,27.0,82,228,67,18.7,0.195,101.86,2661,7.0,2.2,1.38,4.44,0.8,1.67,0.54,1.2,2.7
sano,29.0,82,231,78,15.1,0.133,100.98,2454,3.7,1.0,1.1,4.39,0.3,1.5,0.46,0.3,2.1
sano,26.0,78,195,55,14.8,0.183,97.23,1642,4.4,4.0,1.07,4.33,0.6,2.99,2.09,0.1,0.8
sano,21.0,77,209,2,7.3,0.286,109.64,33,3.0,0.5,0.58,4.92,1.5,2.2,1.96,0.0,0.0
infortunato,24.0,77,194,79,32.3,0.225,97.38,5178,13.9,8.2,2.36,4.39,4.6,4.33,3.59,0.2,2.4
sano,29.0,74,180,12,24.3,0.178,94.67,576,8.3,5.7,1.76,4.36,3.6,4.97,4.7,0.0,0.5
sano,25.0,79,220,11,27.6,0.203,98.0,619,10.5,7.5,2.01,4.38,3.6,2.51,1.75,0.4,1.2
sano,28.0,82,235,73,20.7,0.201,96.62,3049,7.5,0.3,1.39,4.03,0.4,1.99,0.4,3.8,5.1
sano,25.0,77,179,22,8.9,0.244,94.43,383,3.5,2.5,0.61,4.08,1.4,4.92,4.49,0.0,0.3
sano,27.0,75,189,12,5.3,0.148,102.37,136,0.9,1.3,0.39,4.46,0.4,6.65,6.71,0.0,0.3
sano,34.0,75,200,72,28.1,0.124,94.25,3970,6.3,3.6,1.99,4.26,2.9,4.03,3.72,0.0,0.4
sano,24.0,79,230,5,11.0,0.135,98.21,111,2.4,0.4,0.82,4.48,0.2,1.2,0.41,0.0,1.2
sano,29.0,82,240,42,14.2,0.148,95.73,1185,3.5,2.8,0.97,4.14,0.3,2.4,1.23,0.5,1.0
sano,22.0,78,200,52,21.3,0.134,95.27,2197,5.2,3.7,1.54,4.34,1.0,4.15,3.72,0.0,0.6
sano,30.0,81,225,55,16.0,0.221,100.97,1857,6.3,1.5,1.02,3.82,0.6,2.06,0.88,1.0,2.2
sano,26.0,76,205,65,28.2,0.283,99.13,3783,14.4,14.6,2.08,4.44,6.6,4.4,4.21,0.5,0.9
infortunato,21.0,81,250,81,28.2,0.209,97.52,4632,10.3,4.3,1.91,4.07,1.5,2.52,1.23,2.5,4.2
sano,22.0,78,228,55,11.8,0.152,99.06,1329,3.2,1.4,0.86,4.41,0.7,2.16,1.07,0.1,0.5
sano,26.0,82,225,5,7.0,0.167,95.77,71,2.0,0.2,0.49,4.28,0.2,1.58,0.35,0.0,0.2
sano,27.0,78,185,53,14.6,0.16,99.41,1588,4.3,1.6,1.05,4.36,1.1,2.29,1.65,0.1,0.6
infortunato,20.0,79,225,78,28.6,0.122,95.88,4461,5.9,2.1,2.01,4.23,0.6,2.2,1.2,0.7,2.6
sano,21.0,84,280,32,17.1,0.266,97.83,1115,7.6,0.2,1.18,4.14,0.1,1.55,0.44,4.5,6.4
sano,23.0,78,205,37,6.4,0.179,102.8,504,1.9,1.0,0.47,4.41,0.2,2.5,1.7,0.0,0.8
sano,20.0,84,244,82,32.0,0.243,97.06,5311,14.1,1.9,2.16,4.05,1.4,1.85,0.49,4.9,6.9
sano,25.0,79,230,72,33.0,0.252,94.95,4702,15.1,7.5,2.45,4.45,5.8,3.05,2.27,3.8,2.4
sano,24.0,73,185,5,5.4,0.2,101.9,56,1.6,1.2,0.41,4.48,0.6,5.19,5.06,0.0,0.0
sano,25.0,84,238,69,20.2,0.204,101.67,2963,8.1,2.9,1.44,4.29,1.2,1.65,0.62,0.9,2.9
sano,20.0,79,205,63,10.7,0.166,102.42,1428,3.3,1.4,0.78,4.4,0.3,2.21,1.49,0.0,1.0
infortunato,26.0,73,184,81,35.6,0.261,96.57,5814,16.4,11.0,2.48,4.19,7.9,5.49,5.51,0.0,0.8
sano,24.0,76,200,30,13.3,0.179,102.81,855,3.9,3.9,0.95,4.29,1.1,4.04,3.58,0.1,0.3
sano,26.0,80,228,67,25.3,0.203,96.9,3425,9.3,0.8,1.75,4.16,0.4,1.66,0.64,1.8,8.9
sano,26.0,77,201,75,27.8,0.195,99.54,4308,9.7,5.6,2.06,4.46,1.7,2.26,1.47,0.0,1.9
sano,23.0,77,205,76,36.7,0.177,96.45,5616,12.6,4.6,2.56,4.2,4.4,2.43,1.83,0.1,1.4
sano,27.0,81,240,72,35.8,0.298,99.34,5347,19.2,8.2,2.28,3.82,8.2,3.36,2.5,2.7,2.2
sano,40.0,83,240,38,14.6,0.114,96.1,1115,3.0,0.1,1.03,4.22,0.7,1.43,0.22,0.9,1.4
infortunato,27.0,82,251,77,31.5,0.233,93.82,4744,12.7,1.7,2.1,4.01,1.5,1.76,0.47,6.1,4.4
sano,33.0,79,199,55,19.9,0.217,98.65,2250,7.6,2.7,1.37,4.13,2.7,2.44,1.36,0.3,0.7
sano,26.0,82,278,48,11.0,0.219,97.92,1072,4.3,0.1,0.78,4.29,0.7,1.87,0.42,3.8,2.5
sano,20.0,81,220,5,4.1,0.14,109.52,47,1.4,0.0,0.3,4.39,0.2,1.49,0.61,0.2,1.2
sano,24.0,80,234,79,36.1,0.224,96.27,5726,14.5,6.1,2.49,4.14,5.8,2.99,2.16,2.4,1.1
sano,35.0,76,190,46,13.7,0.113,97.03,1274,2.8,2.1,1.03,4.51,1.1,4.26,4.13,0.0,0.1
infortunato,26.0,79,215,80,33.3,0.26,101.35,5636,17.3,5.1,2.41,4.34,4.0,2.17,1.52,1.5,2.2
sano,37.0,78,212,66,28.2,0.314,98.46,3820,16.9,4.8,1.89,4.02,8.4,3.61,2.32,2.6,1.2
sano,25.0,80,235,26,11.3,0.141,94.44,581,2.5,2.1,0.84,4.44,0.5,2.38,1.43,0.1,0.5
sano,31.0,81,235,53,15.7,0.189,101.09,1745,5.6,1.2,1.14,4.34,0.5,1.42,0.41,0.4,2.2
sano,20.0,87,240,72,28.4,0.243,94.93,4048,12.3,2.0,1.94,4.11,1.9,1.59,0.41,4.1,4.8
sano,22.0,81,230,78,16.0,0.143,95.53,2473,3.8,2.7,1.14,4.3,1.5,2.65,1.67,0.7,0.8
sano,35.0,79,212,80,30.0,0.132,99.17,4995,7.7,0.7,2.17,4.36,2.1,1.46,0.64,0.0,0.7
sano,30.0,72,205,77,37.0,0.256,93.63,5571,15.6,12.7,2.47,4.02,5.9,4.49,4.08,0.3,1.2
infortunato,26.0,82,250,65,11.8,0.206,96.69,1540,4.2,0.3,0.78,4.0,0.4,1.87,0.32,2.3,2.5
sano,28.0,80,228,68,14.4,0.113,100.09,2033,3.3,1.1,1.08,4.51,0.3,1.61,0.75,0.1,1.2
infortunato,24.0,75,193,53,31.5,0.285,94.52,3290,16.6,12.0,2.14,4.08,7.1,4.99,4.84,0.3,0.9
infortunato,30.0,83,240,74,30.6,0.258,94.3,4435,14.1,1.2,2.08,4.08,3.0,1.79,0.58,8.0,6.9
sano,24.0,77,225,35,11.3,0.123,100.4,825,2.3,1.4,0.84,4.47,0.3,2.26,1.53,0.0,0.6
sano,25.0,77,230,69,19.9,0.194,97.24,2783,6.9,5.0,1.33,4.01,2.4,3.77,3.21,0.6,1.1
infortunato,28.0,80,235,59,22.3,0.166,96.57,2629,6.5,2.2,1.62,4.38,1.5,2.04,0.66,0.9,1.5
sano,24.0,74,200,82,24.8,0.151,96.38,4083,7.2,1.8,1.81,4.37,1.9,3.17,2.75,0.0,0.7
infortunato,23.0,81,230,63,20.1,0.124,97.06,2556,4.8,0.7,1.5,4.5,0.4,1.6,0.39,0.4,3.7
infortunato,23.0,81,230,63,20.1,0.124,97.06,2556,4.8,0.7,1.5,4.5,0.4,1.6,0.39,0.4,3.7
sano,31.0,80,250,76,35.6,0.305,94.61,5344,18.6,11.1,2.31,3.9,5.7,4.11,3.06,4.4,4.4
sano,33.0,75,194,68,15.9,0.174,101.7,2278,5.4,2.5,1.15,4.36,1.0,2.32,1.8,0.0,0.7
sano,25.0,77,189,8,7.6,0.248,99.98,127,3.1,1.5,0.59,4.65,1.9,4.99,4.56,0.0,0.1
sano,29.0,73,175,67,28.5,0.221,98.26,3902,10.3,6.5,1.85,3.92,4.9,3.69,2.98,0.1,0.5
sano,29.0,80,230,75,17.0,0.095,96.95,2544,2.8,0.8,1.21,4.26,0.1,1.51,0.56,0.1,2.0
sano,23.0,84,220,29,7.7,0.12,97.82,460,1.5,0.1,0.54,4.18,0.0,1.27,0.26,0.2,2.3
sano,23.0,79,185,12,3.5,0.255,95.35,84,1.6,0.5,0.25,4.28,0.5,2.7,1.81,0.0,0.0
sano,36.0,81,240,76,21.5,0.19,95.08,3258,7.9,1.6,1.55,4.33,0.5,1.65,0.61,1.7,2.5
sano,27.0,81,225,47,18.0,0.168,99.91,1767,6.1,4.7,1.34,4.49,0.7,2.12,1.06,0.2,0.7
sano,31.0,81,220,74,32.4,0.168,96.23,4800,10.1,3.0,2.32,4.31,1.4,1.77,0.77,1.6,3.5
sano,38.0,78,205,58,19.6,0.227,99.1,2335,7.5,5.8,1.36,4.19,1.9,2.98,2.15,0.1,1.0
sano,31.0,85,255,52,34.4,0.237,93.37,3487,13.6,0.8,2.09,3.64,1.8,1.99,0.61,13.7,6.6
